Date,Country,City,Killed,Injured,Description
2015-06-12,Saudi Arabia,Jizan,1,1.0,A civilian is killed by a Shiite rocket attack on a rival mosque.
2015-06-12,Pakistan,Sopore,1,0.0,A shopkeeper is shot to death by militant Muslims.
2015-06-12,Libya,Derna,7,30.0,Seven protesters are quickly shot to death for protesting the Islamic State in Libya.
2015-06-12,Pakistan,Torkham,2,4.0,Jihadis take out two civilians with a bomb hidden in a push cart full of quilts.
2015-06-12,Iraq,Mosul,6,0.0,Six hostages are executed by the Islamic State.
2015-06-13,Iraq,Hajjaj,13,29.0,Two Fedayeen suicide bombers kill thirteen Iraqis.
2015-06-13,Iraq,Garma,18,25.0,A mass ISIS suicide attack leaves eighteen others dead.
2015-06-13,Afghanistan,Nangarhar,1,0.0,A captive is beaten and beheaded by the Islamic State.
2015-06-13,DRC,Beni,8,10.0,Eight people are hacked to death by ADF Islamists.
2015-06-13,Kenya,Mangai,2,0.0,"Islamists invade a village, preach at the mosque for hours, then murder two people."
2015-06-13,Nigeria,Bale,3,5.0,"A suicide bomber on a bicycle pedals to paradise, taking three innocents with him."
2015-06-13,Egypt,North Sinai,3,0.0,Several Bedouin are reportedly beheaded by Islamic radicals.
2015-06-13,Afghanistan,Helmand,20,10.0,Twenty local police officers are ambushed and killed by armed fundamentalists.
2015-06-14,Iraq,Mosul,25,0.0,Twenty-five Iraqis are executed by the Islamic State.
2015-06-14,Iraq,Mosul,1,0.0,A woman is stoned to death for adultery.
2015-06-14,Iraq,Shalalat,1,0.0,A former female candidate is executed by the caliphate.
2015-06-14,Nigeria,Babbangida,4,0.0,Four people lose their lives to a shooting and burning spree by Sharia activists.
2015-06-14,Syria,Homs,0,32.0,"Sunni terrorists set off a bomb outside a school, injuring over thirty."
2015-06-14,Afghanistan,Takhar,4,0.0,Taliban bombers murder four people with a roadside bomb.
2015-06-14,Iraq,Baghdad,10,20.0,Ten patrons are sectionalized by a Fedayeen suicide bomber at an outdoor market.
2015-06-14,Afghanistan,Khalil Bagh,2,3.0,A woman is among two people whose lives are cut short by Taliban bombers.
2015-06-14,Iraq,Riyahah,4,6.0,Four others are killed by ISIS gunmen.
2015-06-15,Philippines,Datu Piang,1,2.0,A local soldier is ambushed and killed by Bangsamoro Islamists.
2015-06-15,Afghanistan,Sarak-e-Bala,6,0.0,A half-dozen Afghans are machine-gunned at a checkpoint by Sunni fundamentalists.
2015-06-15,Iraq,Fallujah,13,23.0,ISIS militants kill thirteen Iraqis.
2015-06-15,Pakistan,Sopore,2,0.0,Two men are shot to death in separate attacks blamed on Lashkar-e-Islam.
2015-06-15,Tunisia,Sidi Bouzid,3,1.0,Three policemen are shot point blank by Islamists at a checkpoint.
2015-06-15,Thailand,Narathiwat,1,0.0,Muslim terrorists murder a local cop on a motorbike.
2015-06-15,Nigeria,Potiskum,11,9.0,Two women are among eleven civilians taken out by two Shahid suicide bombers at a tea stand.
2015-06-15,Chad,N'Djamena,33,101.0,A bloody suicide attack by Boko Haram leaves nearly three dozen others dead.
2015-06-16,Syria,Damascus,9,13.0,"Terrorists shell a park packed with Ramadan shoppers, killing nine, including five women."
2015-06-16,Iraq,Garma,4,0.0,Four Iraqis are disassembled by a suicide bomber.
2015-06-16,Iraq,Amiriyat Al Falluja,5,6.0,"ISIS fire rockets into a small town, killing five defenders."
2015-06-16,Iraq,Baiji,4,6.0,Four people bleed out following a brutal attack by the Islamic State.
2015-06-16,Afghanistan,Kunduz,3,2.0,Three people are shot to death by the Taliban.
2015-06-16,Iraq,Diyala,4,6.0,Caliphate members slaughter four female students with a roadside bomb.
2015-06-16,Philippines,Sitio Bohepeyat,1,8.0,Muslim 'extremists' kill a local soldier on patrol with a pipe bomb.
2015-06-16,Nigeria,Damboa,8,0.0,At least eight security personnel are killed by a Boko Haram roadside bomb.
2015-06-16,Philippines,Palian,2,0.0,Two are killed when Bangsamoro extremists open fire on civilians.
2015-06-16,India,Bijbehara,1,0.0,"Islamic radicals fire into a police station, killing an officer."
2015-06-16,Afghanistan,Daykundi,3,16.0,"Taliban bombers take out three civilians, including a child."
2015-06-16,Syria,al-Mezzeh,1,7.0,One resident dies when Sunnis send a mortar into a rival neighborhood.
2015-06-16,Somalia,Mogadishu,3,9.0,Three Somalis are ripped to shreds by an al-Shabaab roadside blast.
2015-06-17,Afghanistan,Musa Qala,11,0.0,Eleven security personnel at a government building are slain during a Taliban assault.
2015-06-17,Iraq,Anbar,12,0.0,ISIS fanatics sneak onto a military base and massacre a dozen personnel in their barracks.
2015-06-17,Iraq,Qara Taba,1,1.0,"Islamic bombers target a car carrying two teachers, killing one and wounding the other."
2015-06-17,Iraq,Anbar,2,0.0,Two Iraqis are forced to the ground and shot in the head by the Islamic State.
2015-06-17,Yemen,Mukalla,2,0.0,Two Saudi hostages are executed by an al-Qaeda firing squad.
2015-06-17,Syria,Raqqa,1,0.0,Caliphate members tie a man to a cross and cut off his hand and foot before beheading him.
2015-06-17,Iraq,Baghdad,7,16.0,A Shahid suicide bomber blows seven innocents into disparate parts.
2015-06-17,Yemen,Sanaa,31,60.0,Five Sunni suicide bombers massacre over thirty people at Shia mosques.
2015-06-17,Philippines,Barangay Pamalian,4,0.0,"Bangsamoro Islamic members fire into a civilian vehicle, killing all four occupants."
2015-06-17,Uganda,Nabuli,1,0.0,A mother of eleven is poisoned by her own family after leaving Islam for Christianity.
2015-06-17,Nigeria,Monguno,63,45.0,Boko Haram bombs claim the lives of over sixty innocents at a market.
2015-06-17,Egypt,al-Arish,1,3.0,Religious radicals kill a local police officer with a planted bomb.
2015-06-18,Iraq,Fallujah,11,23.0,ISIS mortars take the lives of a dozen Iraqis.
2015-06-18,Somalia,Gedweyne,4,6.0,al-Shabaab claims an attack that kills four Somalis.
2015-06-18,Lebanon,Ain al-Hilweh,1,1.0,A bystander is killed during a dispute between Jund al-Sham and Fatah.
2015-06-18,Nigeria,Wakama,2,0.0,Muslims shoot an Anglican pastor and a 9-year-old boy to death.
2015-06-18,Iraq,Mosul,25,0.0,Twenty-five more Iraqis are executed by the Islamic State.
2015-06-18,Somalia,Adado,1,0.0,A bystander loses his life to a suicide bomber.
2015-06-18,Syria,Aleppo,12,21.0,A dozen people die from shrapnel caused by Sunni rocket attacks on two neighborhoods.
2015-06-18,Iraq,Khurmatu,1,4.0,"Shiite militia open fire on a civilian vehicle, killing a father of three."
2015-06-18,Niger,Diffa,38,24.0,"Boko Haram believers set fire to two small towns while shooting and burning about forty residents, including fourteen women and ten children."
2015-06-19,Libya,Benghazi,5,0.0,An ISIS mortar claims the lives of five Libyans.
2015-06-19,Yemen,Shibam,1,0.0,al-Qaeda gunmen assassinate a rival imam.
2015-06-19,Afghanistan,Nangarhar,3,0.0,The Islamic State shoots two men in the back of the head and beheads another.
2015-06-19,Afghanistan,Girishk,2,0.0,An attempted assassination by the Taliban leaves two bodyguards dead.
2015-06-19,Israel,Dolev,1,1.0,A 25-year-old Jewish man is shot in his car by a Palestinian terrorist who feigned needing help.
2015-06-19,Pakistan,Adda,1,0.0,A 17-year-old girl is 'honor' strangled by her father on suspicion of an affair.
2015-06-19,Iraq,Anbar,30,30.0,A 15-year-old suicide bomber wades into a funeral and sends thirty mourners to Allah.
2015-06-19,Iraq,Hit,3,0.0,Three Iraqis are forced to their knees and then shot in the head by caliphate members.
2015-06-20,Iraq,Julan,3,16.0,Three children bleed to death from shrapnel injuries caused by ISIS mortars.
2015-06-20,Iraq,Garma,30,0.0,A mass grave containing thirty ISIS execution victims is discovered.
2015-06-20,Afghanistan,Marjah,18,4.0,A family of eighteen is exterminated by Religion of Peace bombers.
2015-06-20,Afghanistan,Nangarhar,1,0.0,The Islamic State kidnaps and beheads a rural rehabilitation worker.
2015-06-20,Afghanistan,Baghlan,1,0.0,Fundamentalists are suspected of shooting a doctor to death in his home.
2015-06-20,Afghanistan,Qara Bagh,6,2.0,"A half-dozen police officers are massacred by religious radicals, who began with a suicide bombing."
2015-06-20,Iraq,Mosul,3,0.0,Three former candidates for the Iraqi parliament are captured and executed by the caliphate.
2015-06-20,Pakistan,Punjab,2,0.0,Two women are honor killed by their brother and nephew.
2015-06-20,Somalia,Afgoi,8,0.0,Islamic hardliners shoot eight policemen to death and steal their vehicles.
2015-06-20,Yemen,Sanaa,2,6.0,Two people at a mosque are taken out by an ISIS suicide bomber.
2015-06-20,Pakistan,Sopore,1,4.0,"Islamists attack a police vehicle, injuring four and killing a prisoner."
2015-06-20,Syria,Aleppo,3,18.0,Three residents are killed when Sunni radicals fire rockets into their neighborhood.
2015-06-20,Philippines,Datu Piang,1,2.0,A guard at a market is shot to death by Bangsamoro freedom fighters.
2015-06-20,Somalia,Mogadishu,1,0.0,At least one other person is killed by three al-Shabaab suicide bombers.
2015-06-21,Austria,Graz,3,34.0,A 4-year-old boy is among three slain in a shopping district by a 'mentally ill' Muslim with a stated interest in Jihad.
2015-06-21,Iraq,Mahmudiyah,3,9.0,"Terrorists bomb an outdoor market, killing three civilians."
2015-06-21,India,Kulgam,1,0.0,Police claim that a civilian was killed by a Lashkar-e-Toiba bullet.
2015-06-21,Syria,Qamishli,2,4.0,A suicide bomber takes out two security guards.
2015-06-22,Iraq,Tal Afar,70,0.0,"A mass grave is discovered, containing the remains of seventy victims of ISIS executions."
2015-06-22,Iraq,Mosul,26,0.0,Over two dozen Iraqis are lined up and shot in front of a crowd by the Islamic State.
2015-06-22,Iraq,Ramadi,2,8.0,A Fedayeen suicide bomber kills two and injures eight.
2015-06-22,Iraq,Habariya,8,0.0,A suicide bombing is one of four Mujahid blasts that leave eight dead.
2015-06-22,Afghanistan,Chakhansor,1,0.0,A cleric is gunned down by Religion of Peace rivals.
2015-06-22,Afghanistan,Logharo Peerano,3,0.0,Three people are shot point-blank in their car by suspected Sunni radicals.
2015-06-22,Iraq,Baghdad,2,1.0,A Religion of Peace drive-by leaves two dead.
2015-06-22,Iraq,Baghdad,2,7.0,"Jihadis set off a bomb at a crowded market, killing two."
2015-06-22,Philippines,Shariff Aguak,2,0.0,Bangsamoro Islamists gun down two unarmed off-duty soldiers were helping to repair a school.
2015-06-22,Syria,Izra,4,3.0,Four people are torn apart by a Sunni car bomb blast at the entrance to a Christian town.
2015-06-22,Libya,Benghazi,4,20.0,An Islamist car bomb claims four souls.
2015-06-22,Afghanistan,Kabul,2,31.0,A suicide assault on parliament claims the lives of a woman and 10-year-old girl.
2015-06-22,Nigeria,Maiduguri,30,30.0,"Two teenage girls blow themselves up at a mosque, laying out thirty rival worshippers."
2015-06-23,Syria,al-Tall,13,0.0,Thirteen worshippers at a mosque are sent straight to Allah by rival car bombers.
2015-06-23,Iraq,Balad Ruz,12,24.0,A dozen Iraqis at a tribal meeting are slaughtered by two Fedayeen suicide bombers.
2015-06-23,Syria,Hassakeh,10,16.0,Two Shahid suicide bombers claim ten other souls near a children's hospital.
2015-06-23,Philippines,Sumisip,2,3.0,An Abu Sayyaf bomb kills two soldiers on patrol.
2015-06-23,Syria,Deir Ezzor,0,2.0,Two children are tortured for not fasting during Ramadan.
2015-06-23,Iraq,Nineveh,4,0.0,Four men are executed by the Islamic State by being strapped into a car and then burned alive.
2015-06-23,Israel,Pedaya,1,0.0,A 70-year-old Jewish farmer is beaten to death in his field by Palestinian terrorists.
2015-06-23,Nigeria,Wagir,10,30.0,A '12-year-old' girl self-detonates in a crowded market. Shrapnel from the suicide vest lays out ten patrons.
2015-06-23,Iraq,Nineveh,7,0.0,"The caliphate straps explosives to the necks of seven men, then decapitate them by detonation."
2015-06-23,Yemen,Aden,7,94.0,Seven civilians are killed when Shiite militia fire rockets into their neighborhood.
2015-06-23,Iraq,Nineveh,5,0.0,"The Islamic State puts five men in a cage, then slowly lowers it into a pool, drowning them."
2015-06-23,Niger,Yebi,5,0.0,Boko Haram kill five villagers and set fire to their homes.
2015-06-23,Syria,Aleppo,2,8.0,Two civilians are reduced to pulp by a Sunni rocket attack on their neighborhood.
2015-06-23,Nigeria,Borno,42,24.0,"Boko Haram burn homes, shoot children and cut the throats of women in a night-long rampage across two villages that leaves forty dead."
2015-06-24,Egypt,Suez,1,0.0,A Christian is found shot twice in the chest after resisting pressure to convert to Islam.
2015-06-24,China,Tahtakoruk,3,0.0,At least three defenders are killed when a Muslim mob descends on a police checkpoint with knives and bombs.
2015-06-24,Iraq,Mandli,14,21.0,Over a dozen civilians are wiped out by a car bomb outside their home.
2015-06-24,Somalia,Mogadishu,12,5.0,A dozen people are blown to bits by al-Shabaab car bombers.
2015-06-24,Afghanistan,Badakhshan,1,1.0,A Taliban bomb claims the life of a regional official.
2015-06-24,Iraq,Jub al-Jarah,3,6.0,An ISIS assault on an Alawite village leaves three defenders dead.
2015-06-24,Somalia,Mogadishu,3,7.0,Three Somalis are laid out by a Shahid suicide bomber.
2015-06-24,Iraq,Nukhaib,2,8.0,A suicide bomber takes care of two Iraqis.
2015-06-24,Iraq,Tal Afar,5,0.0,Five citizens are murdered by ISIS.
2015-06-25,Pakistan,Oarmagai,2,2.0,"Religious militants bomb a water truck, killing two occupants."
2015-06-25,Iraq,Mahmudiyah,2,6.0,An 8-year-old child is among two disassembled by a Jihadi bombing at a market.
2015-06-25,Syria,Kobane,5,5.0,Five Iraqis are taken out by a Fedayeen suicide bomber.
2015-06-25,Iraq,Baghdad,6,16.0,A half-dozen Iraqis are reduced to part by a Mujahideen car bomb blast at a commercial district.
2015-06-25,Syria,Bakha Botan,23,0.0,"Twenty-three civilians, including women and children, are rounded up and executed by caliphate members."
2015-06-25,Syria,Raqqa,12,0.0,A dozen captives are beheaded by the Islamic State.
2015-06-25,Pakistan,Mubarkakpur,1,0.0,A young woman is beaten to death by her conservative father and brother over suspicion of an affair.
2015-06-25,Iraq,Nadheem al-Taqseem,14,27.0,ISIS fighters kill fourteen Iraqis.
2015-06-25,Iraq,Hit,9,13.0,Rocket fire targeting an irrigation facility also kills nine civilians.
2015-06-25,Syria,Kobane,15,70.0,Women and children are among fifteen Kurds killed by an ISIS car bomb.
2015-06-26,DRC,May-Moya,8,20.0,Five villagers and three guards are killed by ADF Islamists.
2015-06-26,Iraq,Mosul,1,0.0,A physician is dragged from his hospital and executed by religious radicals.
2015-06-26,Afghanistan,Alishang,2,1.0,Two people bleed out following a Taliban bomb blast at a bazaar.
2015-06-26,Kuwait,Kuwait City,27,227.0,"Sunni radicals stage a suicide bombing at a Shiite mosque, calling it the 'temple of the rejectionists' and leave over two dozen dead."
2015-06-26,Syria,Kobani,103,150.0,Over one-hundred more civilians are butchered when the Islamic State overrun a Kurdish town and go 'house to house'.
2015-06-26,Tunisia,Sousse,38,36.0,Islamists massacre thirty-eight innocents with machine-guns at a beach resort popular with foreign tourists.
2015-06-26,Syria,Hassakeh,20,0.0,An ISIS suicide bomber takes out twenty people at a government building.
2015-06-26,Syria,Ain al-Arab,18,0.0,Children are among eighteen more victims found after an Islamic State rampage.
2015-06-26,Afghanistan,Want Waigal,12,25.0,A dozen local police and unknown number of civilians lose their lives to a Taliban attack.
2015-06-26,Sudan,Kadugli,2,0.0,Two traders are ambushed and shot dead by Janjiweed militia.
2015-06-26,Somalia,Leego,50,20.0,Fifty people are reported dead following a Shahid suicide bombing on an African Union base followed by shooting and beheading.
2015-06-26,France,Lyon,1,2.0,"A 'normal Muslim' attacks a factory, beheads one worker and raises the Islamist flag after hoisting the severed head on a fence."
2015-06-27,Nigeria,Maiduguri,3,16.0,Two female suicide bombers murder three people at a leprosy hospital.
2015-06-27,Syria,Deir ez-Zor,4,0.0,Four homosexuals are tossed one after the other to their deaths from a roof.
2015-06-27,Syria,Daraa,9,24.0,At least nine civilians are killed during a two barrage of rockets into their neighborhood by Sunni extremists.
